Film_title,Director,Average_rating,Watches,Film_URL,Actor1,Actor2,Actor3
The Hunger Games: Mockingjay – Part 2,Francis Lawrence,3.27,1313927,https://a.ltrbxd.com/resized/sm/upload/tq/6c/uw/7r/nN4cEJMHJHbJBsp3vvvhtNWLGqg-0-1000-0-1500-crop.jpg?v=2b65a152e1,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth
Dune: Part Two,Denis Villeneuve,4.51,1349155,https://a.ltrbxd.com/resized/film-poster/6/1/7/4/4/3/617443-dune-part-two-0-1000-0-1500-crop.jpg?v=cc533700f8,Timothée Chalamet,Zendaya,Rebecca Ferguson
Jurassic World,Colin Trevorrow,3.01,1303223,https://a.ltrbxd.com/resized/film-poster/1/0/4/1/7/4/104174-jurassic-world-0-1000-0-1500-crop.jpg?v=bb94ee6774,Chris Pratt,Bryce Dallas Howard,Ty Simpkins
Ex Machina,Alex Garland,3.99,1304680,https://a.ltrbxd.com/resized/film-poster/1/8/7/9/8/6/187986-ex-machina-0-1000-0-1500-crop.jpg?v=2b4212d498,Domhnall Gleeson,Alicia Vikander,Oscar Isaac
School of Rock,Richard Linklater,3.75,1304146,https://a.ltrbxd.com/resized/film-poster/5/0/9/5/0/50950-school-of-rock-0-1000-0-1500-crop.jpg?v=1d462b4ca3,Jack Black,Joan Cusack,Mike White
Saving Private Ryan,Steven Spielberg,4.23,1301788,https://a.ltrbxd.com/resized/sm/upload/hz/fu/r7/y7/35CMz4t7PuUiQqt5h4u5nbrXZlF-0-1000-0-1500-crop.jpg?v=3a667509e0,Tom Hanks,Tom Sizemore,Edward Burns
Ant-Man and the Wasp,Peyton Reed,2.9,1298921,https://a.ltrbxd.com/resized/film-poster/2/9/6/3/4/1/296341-ant-man-and-the-wasp-0-1000-0-1500-crop.jpg?v=a94b0d3017,Paul Rudd,Evangeline Lilly,Michael Peña
The Suicide Squad,James Gunn,3.51,1300629,https://a.ltrbxd.com/resized/film-poster/3/6/9/8/3/5/369835-the-suicide-squad-0-1000-0-1500-crop.jpg?v=8503fd610a,Margot Robbie,Idris Elba,John Cena
Despicable Me,"Pierre Coffin, Chris Renaud",3.52,1300558,https://a.ltrbxd.com/resized/film-poster/3/9/0/6/7/39067-despicable-me-0-1000-0-1500-crop.jpg?v=a50cb28a31,Steve Carell,Miranda Cosgrove,Dana Gaier
Mulan,"Tony Bancroft, Barry Cook",4.09,1295354,https://a.ltrbxd.com/resized/sm/upload/yz/dm/zk/5z/5vG3XyQNxOkl2Qd7D8MzMoY6sm2-0-1000-0-1500-crop.jpg?v=660de4097f,Ming-Na Wen,Eddie Murphy,BD Wong
Alice in Wonderland,Tim Burton,3.05,1295929,https://a.ltrbxd.com/resized/sm/upload/qp/te/tw/3j/alice-in-wonderland-original-0-1000-0-1500-crop.jpg?v=aeea07bfc9,Mia Wasikowska,Johnny Depp,Anne Hathaway
Finding Dory,Andrew Stanton,3.24,1289048,https://a.ltrbxd.com/resized/film-poster/9/9/4/0/2/99402-finding-dory-0-1000-0-1500-crop.jpg?v=7f9734ec2d,Albert Brooks,Ellen DeGeneres,Ed ONeill
Shang-Chi and the Legend of the Ten Rings,Destin Daniel Cretton,3.46,1284010,https://a.ltrbxd.com/resized/film-poster/4/9/4/9/6/9/494969-shang-chi-and-the-legend-of-the-ten-rings-0-1000-0-1500-crop.jpg?v=49ce6b6893,Simu Liu,Awkwafina,Menger Zhang
2001: A Space Odyssey,Stanley Kubrick,4.3,1274666,https://a.ltrbxd.com/resized/sm/upload/fe/jp/49/l9/eDiexVN4nO3ZdDZCDMiJOX5fQ5r-0-1000-0-1500-crop.jpg?v=ef7fa718a0,Keir Dullea,Gary Lockwood,William Sylvester
Aladdin,"Ron Clements, John Musker",3.88,1278957,https://a.ltrbxd.com/resized/sm/upload/n3/26/lb/e2/trm94WPjW5ApKulhFvuRm5cT8KQ-0-1000-0-1500-crop.jpg?v=7aa7423779,Scott Weinger,Robin Williams,Linda Larkin
Toy Story 4,Josh Cooley,3.43,1274807,https://a.ltrbxd.com/resized/film-poster/2/2/8/6/2/8/228628-toy-story-4-0-1000-0-1500-crop.jpg?v=e5bf22ba02,Tom Hanks,Tim Allen,Annie Potts
The Lego Movie,"Phil Lord, Christopher Miller",3.79,1265623,https://a.ltrbxd.com/resized/sm/upload/az/2g/rn/wz/7HdNvpAMnU9rjKDJSFzAjnsz0eh-0-1000-0-1500-crop.jpg?v=d12c4cb9e6,Chris Pratt,Elizabeth Banks,Will Ferrell
Birdman or (The Unexpected Virtue of Ignorance),Alejandro González Iñárritu,3.99,1256331,https://a.ltrbxd.com/resized/film-poster/1/3/9/7/9/5/139795-birdman-0-1000-0-1500-crop.jpg?v=345680513e,Michael Keaton,Emma Stone,Zach Galifianakis
The Lighthouse,Robert Eggers,4.04,1252827,https://a.ltrbxd.com/resized/film-poster/4/3/3/8/6/3/433863-the-lighthouse-0-1000-0-1500-crop.jpg?v=ee97005537,Robert Pattinson,Willem Dafoe,Valeriia Karaman
The Departed,Martin Scorsese,4.3,1248495,https://a.ltrbxd.com/resized/sm/upload/jr/th/pu/pb/laefkgrfa3oKwvBtWTBtf2suiI4-0-1000-0-1500-crop.jpg?v=f5d8231026,Leonardo DiCaprio,Matt Damon,Jack Nicholson
Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,3.6,1249070,https://a.ltrbxd.com/resized/film-poster/5/1/9/8/9/51989-pirates-of-the-caribbean-dead-man-s-chest-0-1000-0-1500-crop.jpg?v=f9c46ae728,Johnny Depp,Orlando Bloom,Keira Knightley
Léon: The Professional,Luc Besson,4.03,1244819,https://a.ltrbxd.com/resized/sm/upload/6x/vq/25/fy/gE8S02QUOhVnAmYu4tcrBlMTujz-0-1000-0-1500-crop.jpg?v=f72423fa1f,Jean Reno,Natalie Portman,Gary Oldman
Thor: Love and Thunder,Taika Waititi,2.49,1247536,https://a.ltrbxd.com/resized/film-poster/5/4/3/0/0/2/543002-thor-love-and-thunder-0-1000-0-1500-crop.jpg?v=bc6277fe76,Chris Hemsworth,Natalie Portman,Christian Bale
The Notebook,Nick Cassavetes,3.67,1249817,https://a.ltrbxd.com/resized/film-poster/4/5/6/6/7/45667-the-notebook-0-1000-0-1500-crop.jpg?v=d867e84f30,Ryan Gosling,Rachel McAdams,Gena Rowlands
Zombieland,Ruben Fleischer,3.53,1239119,https://a.ltrbxd.com/resized/film-poster/3/9/3/5/2/39352-zombieland-0-1000-0-1500-crop.jpg?v=f8bb88fc79,Jesse Eisenberg,Woody Harrelson,Emma Stone
Venom,Ruben Fleischer,2.83,1233746,https://a.ltrbxd.com/resized/film-poster/2/6/5/4/3/8/265438-venom-0-1000-0-1500-crop.jpg?v=044d757925,Tom Hardy,Michelle Williams,Riz Ahmed
Madagascar,"Eric Darnell, Tom McGrath",3.47,1229158,https://a.ltrbxd.com/resized/sm/upload/4g/qd/0m/h2/80MP1QuE4D8TQ0EBygGbWiWadrd-0-1000-0-1500-crop.jpg?v=bf11b45f90,Ben Stiller,Chris Rock,David Schwimmer
American Beauty,Sam Mendes,3.96,1224217,https://a.ltrbxd.com/resized/film-poster/2/7/0/3/2703-american-beauty-0-1000-0-1500-crop.jpg?v=30329dd752,Kevin Spacey,Annette Bening,Thora Birch
Psycho,Alfred Hitchcock,4.32,1219458,https://a.ltrbxd.com/resized/film-poster/5/1/5/7/8/51578-psycho-0-1000-0-1500-crop.jpg?v=7353fb3952,Anthony Perkins,Janet Leigh,Vera Miles
Gladiator,Ridley Scott,4.1,1220379,https://a.ltrbxd.com/resized/film-poster/5/1/9/5/2/51952-gladiator-0-1000-0-1500-crop.jpg?v=ebc9155e73,Russell Crowe,Joaquin Phoenix,Connie Nielsen
Pride & Prejudice,Joe Wright,4.1,1216378,https://a.ltrbxd.com/resized/sm/upload/nq/jo/26/tn/dAC0hkYmz5ZOCHURZCyj9isPMPd-0-1000-0-1500-crop.jpg?v=b3dac3ffd7,Keira Knightley,Matthew Macfadyen,Brenda Blethyn
The Big Lebowski,Joel Coen,4.13,1209618,https://a.ltrbxd.com/resized/film-poster/5/1/9/3/5/51935-the-big-lebowski-0-1000-0-1500-crop.jpg?v=5cd64defcf,Jeff Bridges,John Goodman,Julianne Moore
Bird Box,Susanne Bier,2.85,1209404,https://a.ltrbxd.com/resized/film-poster/3/4/0/2/0/2/340202-bird-box-0-1000-0-1500-crop.jpg?v=865f10f90a,Sandra Bullock,Trevante Rhodes,John Malkovich
Puss in Boots: The Last Wish,Joel Crawford,4.15,1212241,https://a.ltrbxd.com/resized/film-poster/2/4/2/2/8/5/242285-puss-in-boots-the-last-wish-0-1000-0-1500-crop.jpg?v=9e9109c5cd,Antonio Banderas,Salma Hayek Pinault,Harvey Guillén
The Witch,Robert Eggers,3.84,1200115,https://a.ltrbxd.com/resized/sm/upload/y2/i8/9s/h1/tNr2KYytArZNSh0K8PUcHU3JnX4-0-1000-0-1500-crop.jpg?v=45f739a242,Anya Taylor-Joy,Ralph Ineson,Kate Dickie
Monsters University,Dan Scanlon,3.37,1203063,https://a.ltrbxd.com/resized/sm/upload/jp/xk/2p/xm/rmhqxsa5RDlcDDGWnGr8t5IG6Fw-0-1000-0-1500-crop.jpg?v=c30ddfcda2,Billy Crystal,John Goodman,Steve Buscemi
Schindler's List,Steven Spielberg,4.52,1199083,https://a.ltrbxd.com/resized/sm/upload/bz/1x/em/jr/yPisjyLweCl1tbgwgtzBCNCBle-0-1000-0-1500-crop.jpg?v=ca5215c5a9,Liam Neeson,Ben Kingsley,Ralph Fiennes
Corpse Bride,"Tim Burton, Mike Johnson",3.8,1202296,https://a.ltrbxd.com/resized/sm/upload/v1/h6/lc/lu/o9GbcdP7rOg2m1NyUnUR3ZwNcTE-0-1000-0-1500-crop.jpg?v=1ee3b92ded,Johnny Depp,Helena Bonham Carter,Emily Watson
Legally Blonde,Robert Luketic,3.77,1196173,https://a.ltrbxd.com/resized/film-poster/4/7/5/8/6/47586-legally-blonde-0-1000-0-1500-crop.jpg?v=683a318854,Reese Witherspoon,Luke Wilson,Selma Blair
Requiem for a Dream,Darren Aronofsky,4.1,1184719,https://a.ltrbxd.com/resized/sm/upload/lv/4b/f2/zj/muym4jTjdLx7E6as09d1wlC3sOB-0-1000-0-1500-crop.jpg?v=b4d5a4aa37,Ellen Burstyn,Jared Leto,Jennifer Connelly
Night at the Museum,Shawn Levy,3.25,1182721,https://a.ltrbxd.com/resized/film-poster/5/0/9/4/1/50941-night-at-the-museum-0-1000-0-1500-crop.jpg?v=8e664558ef,Ben Stiller,Carla Gugino,Dick Van Dyke
Easy A,Will Gluck,3.41,1182689,https://a.ltrbxd.com/resized/film-poster/2/6/7/7/0/26770-easy-a-0-1000-0-1500-crop.jpg?v=61986c3654,Emma Stone,Penn Badgley,Amanda Bynes
The Imitation Game,Morten Tyldum,3.79,1177198,https://a.ltrbxd.com/resized/film-poster/1/4/6/9/5/4/146954-the-imitation-game-0-1000-0-1500-crop.jpg?v=818ff18071,Benedict Cumberbatch,Keira Knightley,Matthew Goode
Princess Mononoke,Hayao Miyazaki,4.37,1173264,https://a.ltrbxd.com/resized/sm/upload/fu/5h/fp/mj/mNqZOtJIQfFQPjo3hmYLIn8Qqhf-0-1000-0-1500-crop.jpg?v=aae03975f7,Youji Matsuda,Yuriko Ishida,Yûko Tanaka
21 Jump Street,"Phil Lord, Christopher Miller",3.58,1167608,https://a.ltrbxd.com/resized/film-poster/2/7/9/279-21-jump-street-0-1000-0-1500-crop.jpg?v=94d6b03998,Jonah Hill,Channing Tatum,Brie Larson
Lost in Translation,Sofia Coppola,3.84,1166221,https://a.ltrbxd.com/resized/sm/upload/th/b5/6c/gl/5T8VvuFTdaawKLJk34i69Utaw7o-0-1000-0-1500-crop.jpg?v=ce6ae8e1b4,Bill Murray,Scarlett Johansson,Giovanni Ribisi
Ocean's Eleven,Steven Soderbergh,3.89,1162812,https://a.ltrbxd.com/resized/sm/upload/cq/zv/tn/d6/5ZfdSZeP4ZDJwA3Q17SpxV6wBjF-0-1000-0-1500-crop.jpg?v=f958fb5718,George Clooney,Matt Damon,Andy García
The Super Mario Bros. Movie,"Michael Jelenic, Aaron Horvath",3.27,1164811,https://a.ltrbxd.com/resized/film-poster/4/3/2/3/0/2/432302-the-super-mario-bros-movie-0-1000-0-1500-crop.jpg?v=d7dd92386e,Chris Pratt,Anya Taylor-Joy,Charlie Day
Amélie,Jean-Pierre Jeunet,4.16,1152469,https://a.ltrbxd.com/resized/sm/upload/ly/0v/ey/u7/pM20xF4WFyX7G3ie0YBXFp75aEC-0-1000-0-1500-crop.jpg?v=bc8a28c252,Audrey Tautou,Mathieu Kassovitz,Rufus
The Hateful Eight,Quentin Tarantino,3.94,1149491,https://a.ltrbxd.com/resized/film-poster/1/9/7/0/1/2/197012-the-hateful-eight-0-1000-0-1500-crop.jpg?v=0428be5b84,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh
The Shape of Water,Guillermo del Toro,3.67,1141375,https://a.ltrbxd.com/resized/sm/upload/f0/2f/4e/am/bxVvUHI1A9PWoVfEBZko6FZPv5A-0-1000-0-1500-crop.jpg?v=b150ad168f,Sally Hawkins,Michael Shannon,Richard Jenkins
Luca,Enrico Casarosa,3.74,1148715,https://a.ltrbxd.com/resized/film-poster/4/3/8/7/2/2/438722-luca-0-1000-0-1500-crop.jpg?v=dded0b1863,Jacob Tremblay,Jack Dylan Grazer,Emma Berman
Shaun of the Dead,Edgar Wright,3.98,1139259,https://a.ltrbxd.com/resized/sm/upload/36/av/yn/jg/yWEeWO7fLs45XOcb94GPiLrHBRG-0-1000-0-1500-crop.jpg?v=f9f1d6b3fe,Simon Pegg,Nick Frost,Kate Ashfield
Pitch Perfect,Jason Moore,3.46,1139393,https://a.ltrbxd.com/resized/sm/upload/yw/kc/ma/m9/cLUMPdwCV0Dxd3P1ZkCXe7bVImI-0-1000-0-1500-crop.jpg?v=cd134ffb49,Anna Kendrick,Brittany Snow,Anna Camp
Back to the Future Part II,Robert Zemeckis,3.86,1128653,https://a.ltrbxd.com/resized/film-poster/5/1/8/8/6/51886-back-to-the-future-part-ii-0-1000-0-1500-crop.jpg?v=85bd0a310a,Michael J. Fox,Christopher Lloyd,Lea Thompson
Men in Black,Barry Sonnenfeld,3.64,1128682,https://a.ltrbxd.com/resized/film-poster/5/1/5/1/4/51514-men-in-black-0-1000-0-1500-crop.jpg?v=b5749570bd,Tommy Lee Jones,Will Smith,Linda Fiorentino
X,Ti West,3.42,1128856,https://a.ltrbxd.com/resized/film-poster/6/8/0/3/5/8/680358-x-0-1000-0-1500-crop.jpg?v=8ba5e11abf,Mia Goth,Martin Henderson,Kid Cudi
BlacKkKlansman,Spike Lee,3.94,1114220,https://a.ltrbxd.com/resized/film-poster/4/1/8/1/3/5/418135-blackkklansman-0-1000-0-1500-crop.jpg?v=632af7bfd9,John David Washington,Adam Driver,Topher Grace
It Chapter Two,Andy Muschietti,2.88,1120281,https://a.ltrbxd.com/resized/film-poster/4/0/5/5/4/5/405545-it-chapter-two-0-1000-0-1500-crop.jpg?v=727cc83650,Jessica Chastain,James McAvoy,Bill Hader
The Hobbit: An Unexpected Journey,Peter Jackson,3.45,1114152,https://a.ltrbxd.com/resized/sm/upload/s7/p6/sy/6v/mfSAahVkAIYFkx1GVFSlCEdn0mt-0-1000-0-1500-crop.jpg?v=282e4f2260,Martin Freeman,Ian McKellen,Richard Armitage
The Sixth Sense,M. Night Shyamalan,4.02,1112030,https://a.ltrbxd.com/resized/film-poster/5/1/4/0/7/51407-the-sixth-sense-0-1000-0-1500-crop.jpg?v=ab482dfeb6,Bruce Willis,Haley Joel Osment,Toni Collette
Fargo,Joel Coen,4.22,1113411,https://a.ltrbxd.com/resized/film-poster/5/1/7/8/1/51781-fargo-0-1000-0-1500-crop.jpg?v=44835e3b35,Frances McDormand,William H. Macy,Steve Buscemi
Beauty and the Beast,"Gary Trousdale, Kirk Wise",3.88,1118568,https://a.ltrbxd.com/resized/sm/upload/qw/zu/zk/ky/iLe8yMOF5we6lvYbKLHzho7ATQk-0-1000-0-1500-crop.jpg?v=c4c6ebbfa3,Paige OHara,Robby Benson,Richard White
A Star Is Born,Bradley Cooper,3.61,1111559,https://a.ltrbxd.com/resized/film-poster/2/6/1/1/0/8/261108-a-star-is-born-0-1000-0-1500-crop.jpg?v=29d345083a,Lady Gaga,Bradley Cooper,Sam Elliott
Now You See Me,Louis Leterrier,3.31,1112306,https://a.ltrbxd.com/resized/sm/upload/10/vk/qc/6e/1NybAlflbmRXMIr9WoYxtlt1b6m-0-1000-0-1500-crop.jpg?v=ecf9142ef2,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson
Ghostbusters,Ivan Reitman,3.76,1113754,https://a.ltrbxd.com/resized/film-poster/6/1/6/6/6166-ghostbusters-0-1000-0-1500-crop.jpg?v=02587ca19f,Bill Murray,Dan Aykroyd,Sigourney Weaver
Gravity,Alfonso Cuarón,3.5,1106958,https://a.ltrbxd.com/resized/sm/upload/4c/kn/9m/6a/221dfc20f8690b357b6b9ad66c13b5be-0-1000-0-1500-crop.jpg?v=9a0ce1ad93,Sandra Bullock,George Clooney,Ed Harris
Moonrise Kingdom,Wes Anderson,4.02,1102681,https://a.ltrbxd.com/resized/sm/upload/v5/7f/mn/y8/ysTohGF7NY9Z6MYz9vLNYiyzh0r-0-1000-0-1500-crop.jpg?v=689b2b9ee8,Jared Gilman,Kara Hayward,Bruce Willis
Silver Linings Playbook,David O. Russell,3.67,1106545,https://a.ltrbxd.com/resized/film-poster/6/9/1/5/1/69151-silver-linings-playbook-0-1000-0-1500-crop.jpg?v=dabe98e003,Bradley Cooper,Jennifer Lawrence,Robert De Niro
Ready Player One,Steven Spielberg,3.23,1105458,https://a.ltrbxd.com/resized/film-poster/2/6/1/8/6/6/261866-ready-player-one-0-1000-0-1500-crop.jpg?v=e84ba98da4,Tye Sheridan,Olivia Cooke,Ben Mendelsohn
Scarface,Brian De Palma,4.11,1110375,https://a.ltrbxd.com/resized/film-poster/5/1/9/3/9/51939-scarface-0-1000-0-1500-crop.jpg?v=e64e66a6b8,Al Pacino,Steven Bauer,Michelle Pfeiffer
"I, Tonya",Craig Gillespie,3.85,1101447,https://a.ltrbxd.com/resized/sm/upload/hv/nn/05/ss/d20vOJpywFDoz7Dd4ChomGdP0fr-0-1000-0-1500-crop.jpg?v=836521d1aa,Margot Robbie,Sebastian Stan,Allison Janney
Skyfall,Sam Mendes,3.9,1098197,https://a.ltrbxd.com/resized/sm/upload/5j/ag/wy/k3/bwCC7klDpDcVtEXDK74vDzXLyeF-0-1000-0-1500-crop.jpg?v=3241094b0a,Daniel Craig,Judi Dench,Javier Bardem
Life of Pi,Ang Lee,3.71,1094255,https://a.ltrbxd.com/resized/film-poster/7/4/3/4/8/74348-life-of-pi-0-1000-0-1500-crop.jpg?v=5b5f120090,Suraj Sharma,Irrfan Khan,Ayush Tandon
Home Alone 2: Lost in New York,Chris Columbus,3.46,1091270,https://a.ltrbxd.com/resized/sm/upload/i5/04/e8/7t/home%20alone%202-0-1000-0-1500-crop.jpg?v=03abfa6a99,Macaulay Culkin,Daniel Stern,Joe Pesci
Grease,Randal Kleiser,3.47,1094314,https://a.ltrbxd.com/resized/sm/upload/uw/jl/ie/y3/grease-0-1000-0-1500-crop.jpg?v=1e90cafd49,John Travolta,Olivia Newton-John,Stockard Channing
Die Hard,John McTiernan,4.07,1086993,https://a.ltrbxd.com/resized/film-poster/5/1/5/5/6/51556-die-hard-0-1000-0-1500-crop.jpg?v=e24e92754d,Bruce Willis,Alan Rickman,Alexander Godunov
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,3.49,1089335,https://a.ltrbxd.com/resized/sm/upload/qz/9c/5h/2g/tFOQ4q6JnHcdw58ThL4SzFv37NT-0-1000-0-1500-crop.jpg?v=2d446cc094,Georgie Henley,Skandar Keynes,William Moseley
The Godfather: Part II,Francis Ford Coppola,4.59,1082425,https://a.ltrbxd.com/resized/film-poster/5/1/8/1/6/51816-the-godfather-part-ii-0-1000-0-1500-crop.jpg?v=6a49853f25,Al Pacino,Robert Duvall,Diane Keaton
Elf,Jon Favreau,3.43,1073293,https://a.ltrbxd.com/resized/sm/upload/na/qh/1q/84/lJqIgDqRr3nw3PiGu7ESCANCs9I-0-1000-0-1500-crop.jpg?v=fa8da1bae4,Will Ferrell,James Caan,Bob Newhart
13 Going on 30,Gary Winick,3.56,1080445,https://a.ltrbxd.com/resized/sm/upload/um/45/8m/or/t0c3qxcKSaO4iBYVAzIeyPbC8I1-0-1000-0-1500-crop.jpg?v=72ab2e2ec7,Jennifer Garner,Mark Ruffalo,Judy Greer
X-Men: Days of Future Past,Bryan Singer,3.62,1065177,https://a.ltrbxd.com/resized/film-poster/9/9/5/0/7/99507-x-men-days-of-future-past-0-1000-0-1500-crop.jpg?v=98ca8351c1,Hugh Jackman,James McAvoy,Michael Fassbender
The Emperor's New Groove,Mark Dindal,3.87,1069069,https://a.ltrbxd.com/resized/film-poster/4/5/0/6/5/45065-the-emperor-s-new-groove-0-1000-0-1500-crop.jpg?v=907ad250a4,David Spade,John Goodman,Eartha Kitt
Megamind,Tom McGrath,3.68,1068064,https://a.ltrbxd.com/resized/film-poster/2/6/4/7/6/26476-megamind-0-1000-0-1500-crop.jpg?v=d1296fb9f9,Will Ferrell,Tina Fey,Jonah Hill
Jumanji: Welcome to the Jungle,Jake Kasdan,3.07,1055307,https://a.ltrbxd.com/resized/sm/upload/j1/1c/as/56/bUzOyCgsb6FLXco6mxaNufY0joi-0-1000-0-1500-crop.jpg?v=42a89a6ebb,Dwayne Johnson,Kevin Hart,Jack Black
The Princess Diaries,Garry Marshall,3.63,1056666,https://a.ltrbxd.com/resized/sm/upload/5w/kf/y1/r9/89CTU3plfKw6mGpzkLmdQkHHLeS-0-1000-0-1500-crop.jpg?v=66ee5d3a6c,Anne Hathaway,Julie Andrews,Patrick John Flueger
A Bug's Life,John Lasseter,3.44,1046101,https://a.ltrbxd.com/resized/film-poster/4/7/1/1/1/47111-a-bug-s-life-0-1000-0-1500-crop.jpg?v=30ec62f056,Dave Foley,Kevin Spacey,Julia Louis-Dreyfus
Your Name.,Makoto Shinkai,4.21,1051843,https://a.ltrbxd.com/resized/sm/upload/md/ku/l7/m5/xq1Ugd62d23K2knRUx6xxuALTZB-0-1000-0-1500-crop.jpg?v=443be7928f,Ryunosuke Kamiki,Mone Kamishiraishi,Ryo Narita
"Crazy, Stupid, Love.","Glenn Ficarra, John Requa",3.65,1053734,https://a.ltrbxd.com/resized/film-poster/1/5/0/5/1/15051-crazy-stupid-love--0-1000-0-1500-crop.jpg?v=262be4c415,Steve Carell,Ryan Gosling,Julianne Moore
Lilo & Stitch,"Chris Sanders, Dean DeBlois",3.98,1042390,https://a.ltrbxd.com/resized/film-poster/4/5/2/0/4/45204-lilo-stitch-0-1000-0-1500-crop.jpg?v=7a1b4fda6f,Daveigh Chase,Chris Sanders,Tia Carrere
Beetlejuice,Tim Burton,3.77,1043272,https://a.ltrbxd.com/resized/sm/upload/rs/wk/3i/nt/gWnW7vxm8yr01TVLQhL4aI02orp-0-1000-0-1500-crop.jpg?v=f8250fbc59,Alec Baldwin,Geena Davis,Jeffrey Jones
The Curious Case of Benjamin Button,David Fincher,3.61,1038141,https://a.ltrbxd.com/resized/sm/upload/yh/ob/ip/lw/gjMR102u5hPdIAWX7O2rim8ZWgA-0-1000-0-1500-crop.jpg?v=3beffc5097,Brad Pitt,Cate Blanchett,Taraji P. Henson
John Wick: Chapter 2,Chad Stahelski,3.69,1037110,https://a.ltrbxd.com/resized/sm/upload/wb/rc/zd/o6/fWz9LMfdES80BsJKucgzI5ZJhnB-0-1000-0-1500-crop.jpg?v=d5d6ba1b6e,Keanu Reeves,Common,Ian McShane
Eternals,Chloé Zhao,2.75,1034391,https://a.ltrbxd.com/resized/film-poster/4/5/4/0/1/6/454016-eternals-0-1000-0-1500-crop.jpg?v=2578d04fd8,Gemma Chan,Richard Madden,Angelina Jolie
Turning Red,Domee Shi,3.53,1036804,https://a.ltrbxd.com/resized/film-poster/4/3/8/7/2/7/438727-turning-red-0-1000-0-1500-crop.jpg?v=85497b8090,Rosalie Chiang,Sandra Oh,Ava Morse
Pirates of the Caribbean: At World's End,Gore Verbinski,3.4,1034268,https://a.ltrbxd.com/resized/film-poster/5/1/7/7/3/51773-pirates-of-the-caribbean-at-world-s-end-0-1000-0-1500-crop.jpg?v=6d572cf726,Johnny Depp,Orlando Bloom,Keira Knightley
The Nice Guys,Shane Black,3.82,1036896,https://a.ltrbxd.com/resized/film-poster/2/1/6/3/0/1/216301-the-nice-guys-0-1000-0-1500-crop.jpg?v=40616daa2c,Ryan Gosling,Russell Crowe,Angourie Rice
V for Vendetta,James McTeigue,3.84,1028016,https://a.ltrbxd.com/resized/film-poster/5/1/4/0/0/51400-v-for-vendetta-0-1000-0-1500-crop.jpg?v=c962ca4bec,Natalie Portman,Hugo Weaving,Stephen Rea
Trainspotting,Danny Boyle,4.2,1028528,https://a.ltrbxd.com/resized/film-poster/5/1/4/9/7/51497-trainspotting-0-1000-0-1500-crop.jpg?v=c8597f6cb5,Ewan McGregor,Ewen Bremner,Jonny Lee Miller
Pan's Labyrinth,Guillermo del Toro,4.17,1018975,https://a.ltrbxd.com/resized/film-poster/5/1/0/4/7/51047-pan-s-labyrinth-0-1000-0-1500-crop.jpg?v=79f89e7325,Ivana Baquero,Sergi López,Maribel Verdú
The Banshees of Inisherin,Martin McDonagh,4.11,1019281,https://a.ltrbxd.com/resized/film-poster/5/9/8/8/8/2/598882-the-banshees-of-inisherin-0-1000-0-1500-crop.jpg?v=933f9af6e7,Colin Farrell,Brendan Gleeson,Kerry Condon
Black Panther: Wakanda Forever,Ryan Coogler,3.37,1020801,https://a.ltrbxd.com/resized/film-poster/4/3/5/4/6/0/435460-black-panther-wakanda-forever-0-1000-0-1500-crop.jpg?v=27db1e3d45,Letitia Wright,Tenoch Huerta Mejía,Lupita Nyongo
The Lobster,Yorgos Lanthimos,3.79,1018961,https://a.ltrbxd.com/resized/film-poster/1/7/8/1/2/3/178123-the-lobster-0-1000-0-1500-crop.jpg?v=1de42bb7a6,Colin Farrell,Rachel Weisz,Olivia Colman
The Little Mermaid,"Ron Clements, John Musker",3.67,1006503,https://a.ltrbxd.com/resized/sm/upload/tp/jv/zf/fi/Amwq3yJP4VblXUptDAV7S13smCd-0-1000-0-1500-crop.jpg?v=0557a0e3dd,Jodi Benson,Samuel E. Wright,Pat Carroll
Oldboy,Park Chan-wook,4.39,1005927,https://a.ltrbxd.com/resized/film-poster/5/1/4/5/4/51454-oldboy-0-1000-0-1500-crop.jpg?v=294dbcadef,Choi Min-sik,Yoo Ji-tae,Kang Hye-jung
Halloween,John Carpenter,3.81,1002050,https://a.ltrbxd.com/resized/film-poster/6/0/2/9/8/60298-halloween-0-1000-0-1500-crop.jpg?v=bcb3149dda,Donald Pleasence,Jamie Lee Curtis,P.J. Soles
How the Grinch Stole Christmas,Ron Howard,3.42,1003526,https://a.ltrbxd.com/resized/film-poster/4/7/5/5/3/47553-the-grinch-0-1000-0-1500-crop.jpg?v=38c8815075,Jim Carrey,Taylor Momsen,Jeffrey Tambor
Matilda,Danny DeVito,3.7,998291,https://a.ltrbxd.com/resized/sm/upload/g7/4y/u4/fr/matilda-0-1000-0-1500-crop.jpg?v=e8e7c0c177,Mara Wilson,Danny DeVito,Rhea Perlman
Batman v Superman: Dawn of Justice,Zack Snyder,2.41,994688,https://a.ltrbxd.com/resized/sm/upload/ge/rr/co/14/w7PsEa7Ilk53vFI7PplTJYckIJj-0-1000-0-1500-crop.jpg?v=61f95015b5,Ben Affleck,Henry Cavill,Jesse Eisenberg
